customer_num,most_common_order_type,average_days_between_orders,median_days_between_orders,max_gap_between_orders,first_order_date,last_order_date,num_orders,num_of_unique_items,company_lifetime_in_days,orders_per_week,Churned
79756,Régulière,5 days 15:12:00.000000000,5 days 00:00:00.000000000,13 days 00:00:00.000000000,2018-02-12,2018-07-31,32,42,169 days 00:00:00.000000000,1.3254437869822484,0
79757,Régulière,22 days 16:00:00.000000000,24 days 00:00:00.000000000,34 days 00:00:00.000000000,2018-05-10,2018-07-17,5,5,68 days 00:00:00.000000000,0.5147058823529412,0
79763,Régulière,30 days 00:00:00.000000000,32 days 00:00:00.000000000,36 days 00:00:00.000000000,2018-05-03,2018-08-01,5,8,90 days 00:00:00.000000000,0.38888888888888884,0
79766,Régulière,78 days 00:00:00.000000000,78 days 00:00:00.000000000,78 days 00:00:00.000000000,2018-05-03,2018-07-20,2,13,78 days 00:00:00.000000000,0.1794871794871795,0
79767,Régulière,3 days 00:00:00.000000000,2 days 00:00:00.000000000,9 days 00:00:00.000000000,2018-07-04,2018-07-31,12,336,27 days 00:00:00.000000000,3.1111111111111107,0
79771,Narcotique,63 days 00:00:00.000000000,63 days 00:00:00.000000000,63 days 00:00:00.000000000,2018-05-21,2018-07-23,2,4,63 days 00:00:00.000000000,0.2222222222222222,0
79773,Narcotique,20 days 12:00:00.000000000,20 days 12:00:00.000000000,32 days 00:00:00.000000000,2018-05-25,2018-07-05,3,6,41 days 00:00:00.000000000,0.5121951219512195,0
79774,Régulière,3 days 04:00:00.000000000,2 days 00:00:00.000000000,7 days 00:00:00.000000000,2018-05-17,2018-08-01,48,412,76 days 00:00:00.000000000,4.421052631578947,0
79783,Régulière,101 days 12:00:00.000000000,84 days 12:00:00.000000000,230 days 00:00:00.000000000,2017-04-12,2018-05-23,5,8,406 days 00:00:00.000000000,0.08620689655172414,1
79786,Régulière,34 days 00:00:00.000000000,34 days 00:00:00.000000000,34 days 00:00:00.000000000,2018-06-18,2018-07-22,3,17,34 days 00:00:00.000000000,0.6176470588235294,0
79798,Régulière,7 days 12:00:00.000000000,7 days 12:00:00.000000000,9 days 00:00:00.000000000,2018-06-20,2018-07-05,4,57,15 days 00:00:00.000000000,1.8666666666666667,0
79800,Régulière,14 days 00:00:00.000000000,14 days 00:00:00.000000000,14 days 00:00:00.000000000,2018-07-03,2018-07-17,2,2,14 days 00:00:00.000000000,1.0,0
79817,Régulière,2 days 10:00:00.000000000,2 days 12:00:00.000000000,4 days 00:00:00.000000000,2018-07-05,2018-08-03,11,213,29 days 00:00:00.000000000,2.655172413793103,0
79818,Régulière,3 days 19:12:00.000000000,3 days 00:00:00.000000000,7 days 00:00:00.000000000,2018-07-05,2018-07-24,6,82,19 days 00:00:00.000000000,2.2105263157894735,0
79827,Régulière,11 days 00:00:00.000000000,11 days 00:00:00.000000000,19 days 00:00:00.000000000,2018-07-09,2018-07-31,3,22,22 days 00:00:00.000000000,0.9545454545454545,0
79833,Régulière,6 days 00:00:00.000000000,6 days 00:00:00.000000000,6 days 00:00:00.000000000,2018-07-17,2018-07-23,2,6,6 days 00:00:00.000000000,2.333333333333333,0
79834,Régulière,2 days 00:00:00.000000000,2 days 00:00:00.000000000,3 days 00:00:00.000000000,2018-07-25,2018-07-31,6,16,6 days 00:00:00.000000000,7.0,0
79900,Régulière,3 days 00:00:00.000000000,3 days 00:00:00.000000000,3 days 00:00:00.000000000,2018-07-22,2018-07-25,2,29,3 days 00:00:00.000000000,4.666666666666666,0
80000,Régulière,23 days 05:03:09.473684210,21 days 00:00:00.000000000,35 days 00:00:00.000000000,2017-04-27,2018-07-12,20,53,441 days 00:00:00.000000000,0.31746031746031744,0
80007,Régulière,81 days 04:48:00.000000000,78 days 00:00:00.000000000,98 days 00:00:00.000000000,2017-05-08,2018-06-18,6,16,406 days 00:00:00.000000000,0.10344827586206896,1
80034,Régulière,18 days 18:14:24.000000000,15 days 00:00:00.000000000,36 days 00:00:00.000000000,2017-04-05,2018-07-18,26,70,469 days 00:00:00.000000000,0.3880597014925373,0
80043,Régulière,1 days 12:15:36.222910216,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-02,2018-08-03,911,1548,488 days 00:00:00.000000000,13.067622950819672,0
80080,Régulière,9 days 17:08:34.285714285,8 days 00:00:00.000000000,20 days 00:00:00.000000000,2017-04-06,2018-07-26,51,64,476 days 00:00:00.000000000,0.75,0
80168,Régulière,17 days 19:23:04.615384615,15 days 00:00:00.000000000,36 days 00:00:00.000000000,2017-04-19,2018-07-26,27,113,463 days 00:00:00.000000000,0.408207343412527,0
80221,Régulière,35 days 12:55:23.076923077,35 days 00:00:00.000000000,56 days 00:00:00.000000000,2017-04-12,2018-07-18,14,55,462 days 00:00:00.000000000,0.21212121212121213,0
80222,Régulière,6 days 14:24:00.000000000,7 days 00:00:00.000000000,14 days 00:00:00.000000000,2017-04-06,2017-11-23,65,56,231 days 00:00:00.000000000,1.9696969696969697,0
80225,Régulière,25 days 09:20:00.000000000,28 days 00:00:00.000000000,40 days 00:00:00.000000000,2017-04-02,2018-07-03,19,45,457 days 00:00:00.000000000,0.2910284463894967,0
80227,Régulière,19 days 13:00:00.000000000,21 days 00:00:00.000000000,29 days 00:00:00.000000000,2017-04-06,2018-07-19,25,61,469 days 00:00:00.000000000,0.3731343283582089,0
80228,Régulière,22 days 00:00:00.000000000,23 days 00:00:00.000000000,29 days 00:00:00.000000000,2017-04-18,2017-09-19,7,29,154 days 00:00:00.000000000,0.3181818181818182,0
80229,Régulière,62 days 00:00:00.000000000,63 days 00:00:00.000000000,113 days 00:00:00.000000000,2017-05-25,2018-08-02,8,35,434 days 00:00:00.000000000,0.12903225806451613,1
80231,Régulière,11 days 04:00:00.000000000,7 days 12:00:00.000000000,35 days 00:00:00.000000000,2017-04-24,2018-08-06,60,71,469 days 00:00:00.000000000,0.8955223880597015,0
80233,PO requis,8 days 10:56:50.526315789,7 days 00:00:00.000000000,21 days 00:00:00.000000000,2017-04-05,2018-07-31,58,53,482 days 00:00:00.000000000,0.8423236514522822,0
80234,Régulière,60 days 00:00:00.000000000,56 days 00:00:00.000000000,77 days 00:00:00.000000000,2017-06-05,2018-07-30,8,21,420 days 00:00:00.000000000,0.13333333333333336,0
80235,Régulière,42 days 16:48:00.000000000,49 days 00:00:00.000000000,63 days 00:00:00.000000000,2017-05-08,2018-07-09,11,25,427 days 00:00:00.000000000,0.18032786885245902,0
80237,Régulière,32 days 22:17:08.571428571,34 days 00:00:00.000000000,67 days 00:00:00.000000000,2017-04-18,2018-07-23,15,37,461 days 00:00:00.000000000,0.22776572668112796,0
80238,Régulière,38 days 12:00:00.000000000,38 days 12:00:00.000000000,49 days 00:00:00.000000000,2017-04-10,2017-06-26,3,14,77 days 00:00:00.000000000,0.2727272727272727,0
80253,Régulière,37 days 22:00:00.000000000,35 days 00:00:00.000000000,84 days 00:00:00.000000000,2017-04-19,2018-07-18,14,55,455 days 00:00:00.000000000,0.2153846153846154,0
80254,Régulière,20 days 16:21:49.090909091,21 days 00:00:00.000000000,41 days 00:00:00.000000000,2017-04-27,2018-07-26,23,95,455 days 00:00:00.000000000,0.35384615384615387,0
80255,Régulière,6 days 21:33:54.782608695,7 days 00:00:00.000000000,11 days 00:00:00.000000000,2017-04-06,2018-07-26,71,92,476 days 00:00:00.000000000,1.0441176470588236,0
80256,Régulière,8 days 04:28:28.474576271,7 days 00:00:00.000000000,21 days 00:00:00.000000000,2017-04-05,2018-08-01,61,81,483 days 00:00:00.000000000,0.8840579710144927,0
80257,Régulière,14 days 21:40:38.709677419,14 days 00:00:00.000000000,35 days 00:00:00.000000000,2017-04-26,2018-08-01,33,56,462 days 00:00:00.000000000,0.5,0
80258,Régulière,54 days 00:00:00.000000000,57 days 00:00:00.000000000,98 days 00:00:00.000000000,2017-04-12,2018-04-25,8,32,378 days 00:00:00.000000000,0.14814814814814814,1
80259,Régulière,11 days 14:02:55.609756097,14 days 00:00:00.000000000,22 days 00:00:00.000000000,2017-04-04,2018-07-23,41,72,475 days 00:00:00.000000000,0.6042105263157894,0
80260,Régulière,11 days 18:43:54.146341463,14 days 00:00:00.000000000,21 days 00:00:00.000000000,2017-04-05,2018-08-01,43,148,483 days 00:00:00.000000000,0.6231884057971014,0
80261,Régulière,26 days 10:40:00.000000000,27 days 00:00:00.000000000,49 days 00:00:00.000000000,2017-04-10,2018-07-30,19,19,476 days 00:00:00.000000000,0.27941176470588236,0
80262,Régulière,23 days 15:09:28.421052631,21 days 00:00:00.000000000,43 days 00:00:00.000000000,2017-04-12,2018-07-05,21,170,449 days 00:00:00.000000000,0.3273942093541203,0
80264,Régulière,14 days 21:45:00.000000000,14 days 00:00:00.000000000,23 days 00:00:00.000000000,2017-04-12,2018-08-02,37,67,477 days 00:00:00.000000000,0.5429769392033543,0
80266,Régulière,4 days 05:53:41.052631578,6 days 00:00:00.000000000,14 days 00:00:00.000000000,2017-04-05,2018-08-02,333,180,484 days 00:00:00.000000000,4.816115702479339,0
80267,Régulière,53 days 00:00:00.000000000,49 days 00:00:00.000000000,84 days 00:00:00.000000000,2017-06-07,2018-06-13,8,81,371 days 00:00:00.000000000,0.15094339622641512,0
80269,Régulière,18 days 00:00:00.000000000,13 days 00:00:00.000000000,56 days 00:00:00.000000000,2018-02-28,2018-07-04,8,99,126 days 00:00:00.000000000,0.4444444444444444,0
80271,Régulière,16 days 17:08:34.285714285,15 days 00:00:00.000000000,30 days 00:00:00.000000000,2017-04-18,2018-07-30,29,61,468 days 00:00:00.000000000,0.4337606837606838,0
80275,PO requis,7 days 00:00:00.000000000,7 days 00:00:00.000000000,14 days 00:00:00.000000000,2017-04-04,2018-07-31,74,41,483 days 00:00:00.000000000,1.0724637681159421,0
80276,Régulière,61 days 00:00:00.000000000,61 days 00:00:00.000000000,61 days 00:00:00.000000000,2017-04-05,2017-06-05,2,10,61 days 00:00:00.000000000,0.22950819672131148,0
80277,Régulière,8 days 19:33:20.000000000,7 days 00:00:00.000000000,21 days 00:00:00.000000000,2017-04-10,2018-07-30,57,66,476 days 00:00:00.000000000,0.8382352941176471,0
80278,Régulière,28 days 10:30:00.000000000,26 days 00:00:00.000000000,56 days 00:00:00.000000000,2017-04-10,2018-07-09,17,47,455 days 00:00:00.000000000,0.26153846153846155,0
80279,Régulière,83 days 12:00:00.000000000,83 days 12:00:00.000000000,125 days 00:00:00.000000000,2017-07-25,2018-01-08,3,5,167 days 00:00:00.000000000,0.12574850299401197,1
80280,Régulière,20 days 15:16:21.818181818,21 days 00:00:00.000000000,35 days 00:00:00.000000000,2017-04-18,2018-07-16,23,44,454 days 00:00:00.000000000,0.35462555066079293,0
80281,Régulière,35 days 14:00:00.000000000,27 days 12:00:00.000000000,77 days 00:00:00.000000000,2017-04-04,2018-06-05,13,29,427 days 00:00:00.000000000,0.21311475409836064,0
80282,Régulière,34 days 00:00:00.000000000,36 days 00:00:00.000000000,55 days 00:00:00.000000000,2017-04-12,2018-06-28,14,35,442 days 00:00:00.000000000,0.22171945701357465,0
80284,Régulière,32 days 08:00:00.000000000,42 days 00:00:00.000000000,49 days 00:00:00.000000000,2017-04-12,2017-07-18,4,38,97 days 00:00:00.000000000,0.28865979381443296,0
80286,Régulière,37 days 08:00:00.000000000,49 days 00:00:00.000000000,57 days 00:00:00.000000000,2017-08-09,2017-11-29,4,14,112 days 00:00:00.000000000,0.25,0
80287,Régulière,13 days 19:12:00.000000000,14 days 00:00:00.000000000,22 days 00:00:00.000000000,2017-04-05,2018-08-01,37,69,483 days 00:00:00.000000000,0.5362318840579711,0
80288,Régulière,9 days 11:17:38.823529411,7 days 00:00:00.000000000,28 days 00:00:00.000000000,2017-04-06,2018-08-02,54,125,483 days 00:00:00.000000000,0.782608695652174,0
80289,Régulière,16 days 12:00:00.000000000,14 days 00:00:00.000000000,41 days 00:00:00.000000000,2017-04-18,2018-07-24,31,91,462 days 00:00:00.000000000,0.4696969696969697,0
80290,Régulière,26 days 10:40:00.000000000,27 days 00:00:00.000000000,55 days 00:00:00.000000000,2017-04-10,2018-07-30,19,63,476 days 00:00:00.000000000,0.27941176470588236,0
80291,Régulière,27 days 15:00:00.000000000,24 days 12:00:00.000000000,43 days 00:00:00.000000000,2017-04-12,2018-06-28,17,28,442 days 00:00:00.000000000,0.2692307692307693,0
80292,Régulière,24 days 07:34:44.210526315,22 days 00:00:00.000000000,48 days 00:00:00.000000000,2017-04-19,2018-07-25,20,44,462 days 00:00:00.000000000,0.30303030303030304,0
80293,Régulière,20 days 01:02:36.521739130,21 days 00:00:00.000000000,35 days 00:00:00.000000000,2017-04-06,2018-07-11,24,18,461 days 00:00:00.000000000,0.36442516268980474,0
80294,Régulière,10 days 08:20:52.173913043,8 days 00:00:00.000000000,27 days 00:00:00.000000000,2017-04-13,2018-08-02,52,67,476 days 00:00:00.000000000,0.7647058823529411,0
80295,Régulière,19 days 19:49:33.913043478,20 days 00:00:00.000000000,49 days 00:00:00.000000000,2017-04-05,2018-07-05,24,27,456 days 00:00:00.000000000,0.3684210526315789,0
80296,Régulière,37 days 06:00:00.000000000,32 days 00:00:00.000000000,76 days 00:00:00.000000000,2017-05-10,2018-07-31,13,46,447 days 00:00:00.000000000,0.203579418344519,0
80297,Régulière,15 days 04:00:00.000000000,14 days 00:00:00.000000000,35 days 00:00:00.000000000,2017-04-20,2018-07-19,31,105,455 days 00:00:00.000000000,0.4769230769230769,0
80298,Régulière,27 days 12:48:00.000000000,28 days 00:00:00.000000000,38 days 00:00:00.000000000,2017-06-14,2018-08-01,16,59,413 days 00:00:00.000000000,0.2711864406779661,0
80299,Régulière,11 days 14:38:02.926829268,13 days 00:00:00.000000000,22 days 00:00:00.000000000,2017-04-12,2018-08-01,42,81,476 days 00:00:00.000000000,0.6176470588235294,0
80301,Régulière,41 days 08:43:38.181818182,43 days 00:00:00.000000000,69 days 00:00:00.000000000,2017-04-26,2018-07-25,13,53,455 days 00:00:00.000000000,0.19999999999999998,0
80302,Régulière,9 days 06:55:23.076923076,7 days 00:00:00.000000000,23 days 00:00:00.000000000,2017-04-06,2018-08-02,53,77,483 days 00:00:00.000000000,0.7681159420289856,0
80304,Régulière,18 days 11:31:12.000000000,20 days 00:00:00.000000000,29 days 00:00:00.000000000,2017-04-13,2018-07-19,26,32,462 days 00:00:00.000000000,0.393939393939394,0
80305,Régulière,21 days 06:32:43.636363636,21 days 00:00:00.000000000,36 days 00:00:00.000000000,2017-04-13,2018-07-25,25,88,468 days 00:00:00.000000000,0.37393162393162394,0
80306,Régulière,22 days 00:00:00.000000000,21 days 00:00:00.000000000,49 days 00:00:00.000000000,2017-04-19,2018-07-25,24,61,462 days 00:00:00.000000000,0.36363636363636365,0
80307,Régulière,27 days 13:30:00.000000000,25 days 12:00:00.000000000,64 days 00:00:00.000000000,2017-04-20,2018-07-05,16,43,441 days 00:00:00.000000000,0.25396825396825395,0
80308,Régulière,28 days 03:00:00.000000000,28 days 12:00:00.000000000,43 days 00:00:00.000000000,2017-04-19,2017-11-30,8,7,225 days 00:00:00.000000000,0.24888888888888888,0
80309,Régulière,74 days 16:00:00.000000000,91 days 00:00:00.000000000,126 days 00:00:00.000000000,2017-04-11,2017-11-21,5,38,224 days 00:00:00.000000000,0.15625,1
80310,Régulière,72 days 08:00:00.000000000,76 days 12:00:00.000000000,92 days 00:00:00.000000000,2017-05-10,2018-07-18,7,48,434 days 00:00:00.000000000,0.11290322580645161,1
80311,Régulière,37 days 06:00:00.000000000,34 days 00:00:00.000000000,72 days 00:00:00.000000000,2017-04-25,2018-07-16,13,68,447 days 00:00:00.000000000,0.203579418344519,0
80312,Régulière,8 days 23:32:49.811320754,7 days 00:00:00.000000000,29 days 00:00:00.000000000,2017-04-13,2018-08-02,56,89,476 days 00:00:00.000000000,0.8235294117647058,0
80313,Régulière,8 days 01:13:13.220338983,7 days 00:00:00.000000000,15 days 00:00:00.000000000,2017-04-06,2018-07-25,65,112,475 days 00:00:00.000000000,0.9578947368421054,0
80314,Régulière,46 days 02:24:00.000000000,42 days 00:00:00.000000000,77 days 00:00:00.000000000,2017-04-05,2018-07-10,11,51,461 days 00:00:00.000000000,0.16702819956616052,0
80316,Régulière,28 days 00:00:00.000000000,28 days 00:00:00.000000000,35 days 00:00:00.000000000,2017-04-06,2017-06-01,3,16,56 days 00:00:00.000000000,0.375,0
80317,PO requis,31 days 22:17:08.571428571,28 days 00:00:00.000000000,55 days 00:00:00.000000000,2017-04-20,2018-07-11,15,26,447 days 00:00:00.000000000,0.2348993288590604,0
80318,PO requis,55 days 03:00:00.000000000,60 days 00:00:00.000000000,70 days 00:00:00.000000000,2017-04-04,2018-06-19,9,24,441 days 00:00:00.000000000,0.14285714285714285,0
80319,PO requis,10 days 19:38:10.909090909,10 days 12:00:00.000000000,22 days 00:00:00.000000000,2017-04-12,2018-08-01,45,37,476 days 00:00:00.000000000,0.6617647058823529,0
80320,Régulière,38 days 06:32:43.636363636,36 days 00:00:00.000000000,63 days 00:00:00.000000000,2017-05-03,2018-06-28,12,86,421 days 00:00:00.000000000,0.1995249406175772,0
80321,Régulière,25 days 01:15:47.368421052,27 days 00:00:00.000000000,49 days 00:00:00.000000000,2017-04-06,2018-07-26,21,74,476 days 00:00:00.000000000,0.3088235294117647,0
80322,Régulière,29 days 19:12:00.000000000,28 days 00:00:00.000000000,42 days 00:00:00.000000000,2017-04-19,2018-07-10,17,71,447 days 00:00:00.000000000,0.26621923937360176,0
80325,Régulière,47 days 14:24:00.000000000,42 days 00:00:00.000000000,77 days 00:00:00.000000000,2017-04-05,2018-07-25,11,59,476 days 00:00:00.000000000,0.16176470588235295,0
80326,Régulière,12 days 00:36:55.384615384,12 days 00:00:00.000000000,34 days 00:00:00.000000000,2017-04-11,2018-07-24,40,114,469 days 00:00:00.000000000,0.5970149253731343,0
80327,Régulière,39 days 16:00:00.000000000,35 days 00:00:00.000000000,62 days 00:00:00.000000000,2017-04-03,2018-07-23,13,21,476 days 00:00:00.000000000,0.19117647058823528,0
80330,PO requis,30 days 19:12:00.000000000,15 days 00:00:00.000000000,91 days 00:00:00.000000000,2017-04-25,2018-07-31,16,38,462 days 00:00:00.000000000,0.24242424242424243,1
80331,Régulière,7 days 04:43:38.181818181,7 days 00:00:00.000000000,14 days 00:00:00.000000000,2017-04-06,2018-07-25,68,90,475 days 00:00:00.000000000,1.0021052631578946,0
80332,Régulière,29 days 20:48:00.000000000,28 days 00:00:00.000000000,64 days 00:00:00.000000000,2017-04-12,2018-07-04,19,49,448 days 00:00:00.000000000,0.296875,0
80333,Régulière,70 days 00:00:00.000000000,49 days 00:00:00.000000000,155 days 00:00:00.000000000,2017-04-12,2018-03-28,6,30,350 days 00:00:00.000000000,0.12000000000000001,1
80334,Régulière,18 days 04:48:00.000000000,14 days 00:00:00.000000000,36 days 00:00:00.000000000,2017-04-20,2018-07-19,26,83,455 days 00:00:00.000000000,0.39999999999999997,0
80335,Régulière,46 days 12:00:00.000000000,63 days 00:00:00.000000000,85 days 00:00:00.000000000,2017-06-06,2018-06-13,9,54,372 days 00:00:00.000000000,0.1693548387096774,1
80336,Régulière,17 days 15:21:36.000000000,15 days 00:00:00.000000000,42 days 00:00:00.000000000,2017-05-02,2018-07-17,26,81,441 days 00:00:00.000000000,0.4126984126984127,0
80337,Régulière,24 days 15:31:45.882352941,27 days 00:00:00.000000000,70 days 00:00:00.000000000,2017-06-06,2018-07-30,18,87,419 days 00:00:00.000000000,0.3007159904534606,0
80338,Régulière,18 days 10:33:36.000000000,20 days 00:00:00.000000000,29 days 00:00:00.000000000,2017-04-12,2018-07-17,27,71,461 days 00:00:00.000000000,0.40997830802603036,0
80339,PO requis,41 days 07:12:00.000000000,34 days 12:00:00.000000000,82 days 00:00:00.000000000,2017-05-09,2018-06-26,11,33,413 days 00:00:00.000000000,0.1864406779661017,0
80340,Régulière,32 days 00:00:00.000000000,28 days 00:00:00.000000000,63 days 00:00:00.000000000,2017-04-27,2018-07-19,17,40,448 days 00:00:00.000000000,0.265625,0
80345,Régulière,44 days 02:24:00.000000000,45 days 12:00:00.000000000,71 days 00:00:00.000000000,2017-04-26,2018-07-11,11,23,441 days 00:00:00.000000000,0.17460317460317462,0
80348,Régulière,27 days 08:00:00.000000000,13 days 00:00:00.000000000,68 days 00:00:00.000000000,2017-12-20,2018-03-12,4,5,82 days 00:00:00.000000000,0.34146341463414637,0
80349,Régulière,31 days 17:36:00.000000000,28 days 00:00:00.000000000,49 days 00:00:00.000000000,2017-04-13,2018-08-02,16,34,476 days 00:00:00.000000000,0.23529411764705882,0
80350,Régulière,17 days 00:00:00.000000000,14 days 00:00:00.000000000,28 days 00:00:00.000000000,2017-04-12,2018-08-01,31,105,476 days 00:00:00.000000000,0.4558823529411765,0
80351,Régulière,65 days 12:00:00.000000000,55 days 12:00:00.000000000,98 days 00:00:00.000000000,2017-05-31,2018-06-28,7,38,393 days 00:00:00.000000000,0.12468193384223919,1
80352,Régulière,19 days 11:28:41.739130434,20 days 00:00:00.000000000,36 days 00:00:00.000000000,2017-04-13,2018-07-05,24,63,448 days 00:00:00.000000000,0.375,0
80353,Régulière,19 days 04:10:26.086956521,14 days 00:00:00.000000000,42 days 00:00:00.000000000,2017-04-27,2018-07-12,28,104,441 days 00:00:00.000000000,0.4444444444444444,0
80354,Régulière,21 days 09:08:34.285714285,21 days 00:00:00.000000000,70 days 00:00:00.000000000,2017-04-05,2018-06-28,23,75,449 days 00:00:00.000000000,0.3585746102449889,0
80355,PO requis,4 days 04:12:37.894736842,5 days 00:00:00.000000000,18 days 00:00:00.000000000,2017-04-11,2018-07-31,194,155,476 days 00:00:00.000000000,2.8529411764705883,0
80356,Régulière,24 days 21:20:00.000000000,22 days 00:00:00.000000000,36 days 00:00:00.000000000,2017-05-03,2018-07-25,19,70,448 days 00:00:00.000000000,0.296875,0
80357,Régulière,11 days 12:00:00.000000000,13 days 00:00:00.000000000,21 days 00:00:00.000000000,2017-04-05,2018-08-01,43,47,483 days 00:00:00.000000000,0.6231884057971014,0
80358,Régulière,48 days 21:20:00.000000000,50 days 00:00:00.000000000,77 days 00:00:00.000000000,2017-04-06,2018-06-20,10,32,440 days 00:00:00.000000000,0.1590909090909091,0
80359,Régulière,18 days 00:55:23.076923077,14 days 00:00:00.000000000,69 days 00:00:00.000000000,2017-04-18,2018-07-31,29,98,469 days 00:00:00.000000000,0.43283582089552236,0
80360,Régulière,29 days 09:36:00.000000000,34 days 00:00:00.000000000,62 days 00:00:00.000000000,2017-04-20,2018-07-05,16,42,441 days 00:00:00.000000000,0.25396825396825395,0
80361,Régulière,48 days 00:00:00.000000000,48 days 00:00:00.000000000,48 days 00:00:00.000000000,2017-06-22,2017-08-09,2,10,48 days 00:00:00.000000000,0.29166666666666663,0
80362,Régulière,28 days 00:00:00.000000000,28 days 00:00:00.000000000,41 days 00:00:00.000000000,2017-04-13,2018-08-02,18,56,476 days 00:00:00.000000000,0.2647058823529412,0
80363,Régulière,2 days 04:37:25.871559633,2 days 00:00:00.000000000,18 days 00:00:00.000000000,2017-04-02,2018-07-24,802,738,478 days 00:00:00.000000000,11.744769874476988,0
80364,Régulière,7 days 18:58:03.870967741,7 days 00:00:00.000000000,16 days 00:00:00.000000000,2017-04-04,2018-07-31,67,125,483 days 00:00:00.000000000,0.9710144927536232,0
80365,Régulière,16 days 18:00:00.000000000,14 days 00:00:00.000000000,36 days 00:00:00.000000000,2017-04-11,2018-07-24,29,74,469 days 00:00:00.000000000,0.43283582089552236,0
80366,Régulière,7 days 16:00:00.000000000,7 days 00:00:00.000000000,21 days 00:00:00.000000000,2017-04-05,2018-08-01,66,98,483 days 00:00:00.000000000,0.9565217391304348,0
80367,Régulière,10 days 08:20:52.173913043,7 days 00:00:00.000000000,36 days 00:00:00.000000000,2017-04-12,2018-08-01,48,110,476 days 00:00:00.000000000,0.7058823529411765,0
80368,Régulière,18 days 11:31:12.000000000,14 days 00:00:00.000000000,56 days 00:00:00.000000000,2017-04-13,2018-07-19,27,64,462 days 00:00:00.000000000,0.40909090909090906,0
80369,Régulière,181 days 00:00:00.000000000,181 days 00:00:00.000000000,181 days 00:00:00.000000000,2017-10-26,2018-04-25,2,8,181 days 00:00:00.000000000,0.07734806629834254,1
80370,Régulière,109 days 08:00:00.000000000,91 days 00:00:00.000000000,160 days 00:00:00.000000000,2017-06-14,2018-05-08,4,7,328 days 00:00:00.000000000,0.08536585365853659,1
80371,Régulière,18 days 11:31:12.000000000,21 days 00:00:00.000000000,35 days 00:00:00.000000000,2017-04-19,2018-07-25,26,74,462 days 00:00:00.000000000,0.393939393939394,0
80372,Régulière,32 days 00:00:00.000000000,31 days 00:00:00.000000000,46 days 00:00:00.000000000,2017-04-27,2018-07-19,15,65,448 days 00:00:00.000000000,0.234375,0
80373,Régulière,31 days 06:24:00.000000000,29 days 00:00:00.000000000,56 days 00:00:00.000000000,2017-04-05,2018-07-18,18,53,469 days 00:00:00.000000000,0.26865671641791045,0
80374,Régulière,13 days 18:21:10.588235294,14 days 00:00:00.000000000,28 days 00:00:00.000000000,2017-04-12,2018-07-24,34,116,468 days 00:00:00.000000000,0.5085470085470086,0
80375,Régulière,28 days 00:00:00.000000000,28 days 00:00:00.000000000,42 days 00:00:00.000000000,2017-04-26,2018-07-18,17,19,448 days 00:00:00.000000000,0.265625,0
80376,Régulière,30 days 19:12:00.000000000,29 days 00:00:00.000000000,63 days 00:00:00.000000000,2017-05-02,2018-08-07,17,50,462 days 00:00:00.000000000,0.25757575757575757,0
80377,Régulière,13 days 04:14:07.058823529,14 days 00:00:00.000000000,25 days 00:00:00.000000000,2017-04-13,2017-11-23,21,125,224 days 00:00:00.000000000,0.65625,0
80378,Régulière,17 days 15:21:36.000000000,14 days 00:00:00.000000000,55 days 00:00:00.000000000,2017-05-04,2018-07-19,26,86,441 days 00:00:00.000000000,0.4126984126984127,0
80379,Régulière,19 days 06:00:00.000000000,21 days 00:00:00.000000000,35 days 00:00:00.000000000,2017-04-26,2018-08-01,25,127,462 days 00:00:00.000000000,0.3787878787878788,0
80380,Régulière,37 days 06:51:25.714285714,34 days 00:00:00.000000000,63 days 00:00:00.000000000,2017-06-28,2018-03-16,8,35,261 days 00:00:00.000000000,0.21455938697318006,0
80381,Régulière,31 days 12:00:00.000000000,28 days 00:00:00.000000000,62 days 00:00:00.000000000,2017-05-03,2018-07-18,15,51,441 days 00:00:00.000000000,0.2380952380952381,0
80382,Régulière,20 days 22:51:25.714285714,21 days 00:00:00.000000000,49 days 00:00:00.000000000,2017-04-05,2018-06-19,25,64,440 days 00:00:00.000000000,0.3977272727272727,0
80384,Régulière,19 days 04:00:00.000000000,14 days 00:00:00.000000000,64 days 00:00:00.000000000,2017-04-26,2018-07-30,24,149,460 days 00:00:00.000000000,0.3652173913043478,0
80385,Régulière,19 days 18:46:57.391304347,21 days 00:00:00.000000000,35 days 00:00:00.000000000,2017-04-05,2018-07-04,25,90,455 days 00:00:00.000000000,0.3846153846153846,0
80386,Régulière,7 days 15:52:15.483870967,7 days 00:00:00.000000000,16 days 00:00:00.000000000,2017-04-11,2018-07-30,65,100,475 days 00:00:00.000000000,0.9578947368421054,0
80387,Régulière,14 days 21:40:38.709677419,14 days 00:00:00.000000000,34 days 00:00:00.000000000,2017-04-13,2018-07-19,32,60,462 days 00:00:00.000000000,0.48484848484848486,0
80389,Régulière,74 days 16:00:00.000000000,90 days 00:00:00.000000000,106 days 00:00:00.000000000,2017-06-27,2018-02-06,4,9,224 days 00:00:00.000000000,0.125,1
80390,Régulière,11 days 22:12:00.000000000,14 days 00:00:00.000000000,22 days 00:00:00.000000000,2017-04-05,2018-07-26,41,78,477 days 00:00:00.000000000,0.6016771488469601,0
